clock time [us]
0,250004
1,500008
2,750012
3,1000016
4,1250020
5,1500024
6,1750028
7,2000032
8,2250036
9,2500040
10,2750044
11,3000048
12,3250052
13,3500056
14,3750060
15,4000064
16,4250068
17,4500072
18,4750076
19,5000080
20,5250084
21,5500088
22,5750092
23,6000096
24,6250100
25,6500104
26,6750108
27,7000112
28,7250116
29,7500120
30,7750124
31,8000128
32,8250132
33,8500136
34,8750140
35,9000144
36,9250148
37,9500152
38,9750156
39,10000160
40,10250164
41,10500168
42,10750172
43,11000176
44,11250180
45,11500184
46,11750188
47,12000192
48,12250196
49,12500200
50,12750204
51,13000208
52,13250212
53,13500216
54,13750220
55,14000224
56,14250228
57,14500232
58,14750236
59,15000240
60,15250244
61,15500248
62,15750252
63,16000256
64,16250260
65,16500264
66,16750268
67,17000272
68,17250276
69,17500280
70,17750284
71,18000288
72,18250292
73,18500296
74,18750300
75,19000304
76,19250308
77,19500312
78,19750316
79,20000320
80,20250324
81,20500328
82,20750332
83,21000336
84,21250340
85,21500344
86,21750348
87,22000352
88,22250356
89,22500360
90,22750364
91,23000368
92,23250372
93,23500376
94,23750380
95,24000384
96,24250388
97,24500392
98,24750396
99,25000400
100,25250404
101,25500408
102,25750412
103,26000416
104,26250420
105,26500424
106,26750428
107,27000432
108,27250436
109,27500440
110,27750444
111,28000448
112,28250452
113,28500456
114,28750460
115,29000464
116,29250468
117,29500472
118,29750476
119,30000480
120,30250484
121,30500488
122,30750492
123,31000496
124,31250500
125,31500504
126,31750508
127,32000512
128,32250516
129,32500520
130,32750524
131,33000528
132,33250532
133,33500536
134,33750540
135,34000544
136,34250548
137,34500552
138,34750556
139,35000560
140,35250564
141,35500568
142,35750572
143,36000576
144,36250580
145,36500584
146,36750588
147,37000592
148,37250596
149,37500600
150,37750604
151,38000608
152,38250612
153,38500616
154,38750620
155,39000624
156,39250628
157,39500632
158,39750636
159,40000640
160,40250644
161,40500648
162,40750652
163,41000656
164,41250660
165,41500664
166,41750668
167,42000672
168,42250676
169,42500680
170,42750684
171,43000688
172,43250692
173,43500696
174,43750700
175,44000704
176,44250708
177,44500712
178,44750716
179,45000720
180,45250724
181,45500728
182,45750732
183,46000736
184,46250740
185,46500744
186,46750748
187,47000752
188,47250756
189,47500760
190,47750764
191,48000768
192,48250772
193,48500776
194,48750780
195,49000784
196,49250788
197,49500792
198,49750796
199,50000800
200,50250804
201,50500808
202,50750812
203,51000816
204,51250820
205,51500824
206,51750828
207,52000832
208,52250836
209,52500840
210,52750844
211,53000848
212,53250852
213,53500856
214,53750860
215,54000864
216,54250868
217,54500872
218,54750876
219,55000880
220,55250884
221,55500888
222,55750892
223,56000896
224,56250900
225,56500904
226,56750908
227,57000912
228,57250916
229,57500920
230,57750924
231,58000928
232,58250932
233,58500936
234,58750940
235,59000944
236,59250948
237,59500952
238,59750956
239,60000960
0,61500088
1,61750092
2,62000096
3,62250100
4,62500104
5,62750108
6,63000112
7,63250116
8,63500120
9,63750124
10,64000128
11,64250132
12,64500136
13,64750140
14,65000144
15,65250148
16,65500152
17,65750156
18,66000160
19,66250164
20,66500168
21,66750172
22,67000176
23,67250180
24,67500184
25,67750188
26,68000192
27,68250196
28,68500200
29,68750204
30,69000208
31,69250212
32,69500216
33,69750220
34,70000224
35,70250228
36,70500232
37,70750236
38,71000240
39,71250244
40,71500248
41,71750252
42,72000256
43,72250260
44,72500264
45,72750268
46,73000272
47,73250276
48,73500280
49,73750284
50,74000288
51,74250292
52,74500296
53,74750300
54,75000304
55,75250308
56,75500312
57,75750316
58,76000320
59,76250324
60,76500328
61,76750332
62,77000336
63,77250340
64,77500344
65,77750348
66,78000352
67,78250356
68,78500360
69,78750364
70,79000368
71,79250372
72,79500376
73,79750380
74,80000384
75,80250388
76,80500392
77,80750396
78,81000400
79,81250404
80,81500408
81,81750412
82,82000416
83,82250420
84,82500424
85,82750428
86,83000432
87,83250436
88,83500440
89,83750444
90,84000448
91,84250452
92,84500456
93,84750460
94,85000464
95,85250468
96,85500472
97,85750476
98,86000480
99,86250484
100,86500488
101,86750492
102,87000496
103,87250500
104,87500504
105,87750508
106,88000512
107,88250516
108,88500520
109,88750524
110,89000528
111,89250532
112,89500536
113,89750540
114,90000544
115,90250548
116,90500552
117,90750556
118,91000560
119,91250564
120,91500568
121,91750572
122,92000576
123,92250580
124,92500584
125,92750588
126,93000592
127,93250596
128,93500600
129,93750604
130,94000608
131,94250612
132,94500616
133,94750620
134,95000624
135,95250628
136,95500632
137,95750636
138,96000640
139,96250644
140,96500648
141,96750652
142,97000656
143,97250660
144,97500664
145,97750668
146,98000672
147,98250676
148,98500680
149,98750684
150,99000688
151,99250692
152,99500696
153,99750700
154,100000704
155,100250708
156,100500712
157,100750716
158,101000720
159,101250724
160,101500728
161,101750732
162,102000736
163,102250740
164,102500744
165,102750748
166,103000752
167,103250756
168,103500760
169,103750764
170,104000768
171,104250772
172,104500776
173,104750780
174,105000784
175,105250788
176,105500792
177,105750796
178,106000800
179,106250804
180,106500808
181,106750812
182,107000816
183,107250820
184,107500824
185,107750828
186,108000832
187,108250836
188,108500840
189,108750844
190,109000848
191,109250852
192,109500856
193,109750860
194,110000864
195,110250868
