counter,seconds,micro seconds,local clock [ns]
0,1627176054,203980,1050001
1,1627176054,405209,1100002
2,1627176054,610263,1150003
3,1627176054,815279,1200004
4,1627176055,16972,1250005
5,1627176055,222049,1300006
6,1627176055,426301,1350007
7,1627176055,631511,1400008
8,1627176055,836678,1450009
9,1627176056,38549,1500010
10,1627176056,241179,1550011
11,1627176056,444928,1600012
12,1627176056,648617,1650013
13,1627176056,851665,1700014
14,1627176057,52744,1750015
15,1627176057,257455,1800016
16,1627176057,458640,1850017
17,1627176057,658951,1900018
18,1627176057,861414,1950019
19,1627176058,61790,2000020
20,1627176058,265067,2050021
21,1627176058,468472,2100022
22,1627176058,673241,2150023
23,1627176058,877212,2200024
24,1627176059,80453,2250025
25,1627176059,285104,2300026
26,1627176059,486720,2350027
27,1627176059,688080,2400028
28,1627176059,893124,2450029
29,1627176060,97415,2500030
30,1627176060,299549,2550031
31,1627176060,501445,2600032
32,1627176060,705765,2650033
33,1627176060,910946,2700034
34,1627176061,112209,2750035
35,1627176061,315292,2800036
36,1627176061,518550,2850037
37,1627176061,722581,2900038
38,1627176061,924867,2950039
39,1627176062,129957,3000040
40,1627176062,331296,3050041
41,1627176062,532128,3100042
42,1627176062,737299,3150043
43,1627176062,937418,3200044
44,1627176063,142557,3250045
45,1627176063,347689,3300046
46,1627176063,550209,3350047
47,1627176063,754964,3400048
48,1627176063,956146,3450049
49,1627176064,161313,3500050
50,1627176064,362927,3550051
51,1627176064,563859,3600052
52,1627176064,768989,3650053
53,1627176064,973373,3700054
54,1627176065,175578,3750055
55,1627176065,378020,3800056
56,1627176065,581850,3850057
57,1627176065,786323,3900058
58,1627176065,989323,3950059
59,1627176066,193320,4000060
60,1627176066,394774,4050061
61,1627176066,595613,4100062
62,1627176066,796945,4150063
63,1627176066,998351,4200064
64,1627176067,202915,4250065
65,1627176067,405566,4300066
66,1627176067,609739,4350067
67,1627176067,811247,4400068
68,1627176068,13316,4450069
69,1627176068,217464,4500070
70,1627176068,422356,4550071
71,1627176068,625779,4600072
72,1627176068,830243,4650073
73,1627176069,30647,4700074
74,1627176069,230963,4750075
75,1627176069,433735,4800076
76,1627176069,633852,4850077
77,1627176069,834132,4900078
78,1627176070,37101,4950079
79,1627176070,237657,5000080
80,1627176070,438085,5050081
81,1627176070,639225,5100082
82,1627176070,841491,5150083
83,1627176071,44870,5200084
84,1627176071,247675,5250085
85,1627176071,452942,5300086
86,1627176071,653689,5350087
87,1627176071,859669,5400088
88,1627176072,60451,5450089
89,1627176072,263645,5500090
90,1627176072,466943,5550091
91,1627176072,667549,5600092
92,1627176072,869369,5650093
93,1627176073,70536,5700094
94,1627176073,273475,5750095
95,1627176073,477485,5800096
96,1627176073,681401,5850097
97,1627176073,885040,5900098
98,1627176074,88405,5950099
99,1627176074,289613,6000100
100,1627176074,494663,6050101
101,1627176074,695820,6100102
102,1627176074,900183,6150103
103,1627176075,102135,6200104
104,1627176075,302204,6250105
105,1627176075,507384,6300106
106,1627176075,709044,6350107
107,1627176075,913685,6400108
108,1627176076,116216,6450109
109,1627176076,316300,6500110
110,1627176076,518781,6550111
111,1627176076,718995,6600112
112,1627176076,919636,6650113
113,1627176077,122402,6700114
114,1627176077,326490,6750115
115,1627176077,528611,6800116
116,1627176077,729145,6850117
117,1627176077,932301,6900118
118,1627176078,133973,6950119
119,1627176078,335594,7000120
120,1627176078,538891,7050121
121,1627176078,743543,7100122
122,1627176078,945545,7150123
123,1627176079,146307,7200124
124,1627176079,351455,7250125
125,1627176079,552301,7300126
126,1627176079,753386,7350127
127,1627176079,955275,7400128
128,1627176080,160244,7450129
129,1627176080,363504,7500130
130,1627176080,568678,7550131
131,1627176080,768872,7600132
132,1627176080,970531,7650133
133,1627176081,174193,7700134
134,1627176081,376317,7750135
135,1627176081,580770,7800136
136,1627176081,781934,7850137
137,1627176081,986557,7900138
138,1627176082,191105,7950139
139,1627176082,393429,8000140
140,1627176082,598324,8050141
141,1627176082,799586,8100142
142,1627176083,760,8150143
143,1627176083,201145,8200144
144,1627176083,403577,8250145
145,1627176083,607720,8300146
146,1627176083,811678,8350147
147,1627176084,16837,8400148
148,1627176084,221889,8450149
149,1627176084,424628,8500150
150,1627176084,627966,8550151
151,1627176084,831340,8600152
152,1627176085,35953,8650153
153,1627176085,237852,8700154
154,1627176085,442284,8750155
155,1627176085,646360,8800156
156,1627176085,851402,8850157
157,1627176086,56493,8900158
158,1627176086,259629,8950159
159,1627176086,460566,9000160
160,1627176086,665662,9050161
161,1627176086,870883,9100162
162,1627176087,72168,9150163
163,1627176087,272478,9200164
164,1627176087,475247,9250165
165,1627176087,675893,9300166
166,1627176087,881045,9350167
167,1627176088,81807,9400168
168,1627176088,287008,9450169
169,1627176088,488505,9500170
170,1627176088,693018,9550171
171,1627176088,894994,9600172
172,1627176089,99692,9650173
173,1627176089,300894,9700174
174,1627176089,506065,9750175
175,1627176089,707729,9800176
176,1627176089,909171,9850177
177,1627176090,113934,9900178
178,1627176090,317243,9950179
179,1627176090,520477,10000180
180,1627176090,724247,10050181
181,1627176090,926671,10100182
182,1627176091,128169,10150183
183,1627176091,332866,10200184
184,1627176091,534469,10250185
185,1627176091,739252,10300186
186,1627176091,942428,10350187
187,1627176092,145617,10400188
188,1627176092,349707,10450189
189,1627176092,552206,10500190
190,1627176092,752331,10550191
191,1627176092,952452,10600192
192,1627176093,157012,10650193
193,1627176093,358801,10700194
194,1627176093,562341,10750195
195,1627176093,762708,10800196
196,1627176093,965494,10850197
197,1627176094,168808,10900198
198,1627176094,369813,10950199
199,1627176094,572158,11000200
200,1627176094,775739,11050201
201,1627176094,978508,11100202
202,1627176095,178927,11150203
203,1627176095,379132,11200204
204,1627176095,582258,11250205
205,1627176095,787168,11300206
